slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
pirate-fishing,https://play.gamepix.com/pirate-fishing/embed?sid=1,https://img.gamepix.com/games/pirate-fishing/icon/pirate-fishing.png?w=105,https://img.gamepix.com/games/pirate-fishing/cover/pirate-fishing.png?w=320,catching everything imaginable!,landscape,0.1379310344827586,800,,,,2023-01-03 09:28:46+00:00,,arcade,aiming for the highest scores. Compete with fellow pirates and claim your place at the top of the leaderboard. Experience the thrill of a nautical quest
magic-match-3,https://play.gamepix.com/magic-match-3/embed?sid=1,https://img.gamepix.com/games/magic-match-3/icon/magic-match-3.png?w=105,https://img.gamepix.com/games/magic-match-3/cover/magic-match-3.png?w=320,time-limited gameplay.,portrait,0.24242424,600,,,,2023-01-03 09:21:52+00:00,,match-3,where your wits are tested against the clock! Align shimmering elemental stones in dazzling combos to surge your score. Strategize for chain reactions and aim for bonus points as you enjoy the high-quality graphics and thrilling
red-ball-bounce,https://play.gamepix.com/red-ball-bounce/embed?sid=1,https://img.gamepix.com/games/red-ball-bounce/icon/red-ball-bounce.png?w=105,https://img.gamepix.com/games/red-ball-bounce/cover/red-ball-bounce.png?w=320,and dodge hostile squares as you journey across treacherous terrains. Master the physics of movement and timing to keep the ball rolling toward its ultimate goal in this charming escapade.,landscape,0.62364142,800,,,,2023-01-03 09:01:03+00:00,,monster,collect stars
link-line-puzzle,https://play.gamepix.com/link-line-puzzle/embed?sid=1,https://img.gamepix.com/games/link-line-puzzle/icon/link-line-puzzle.png?w=105,https://img.gamepix.com/games/link-line-puzzle/cover/link-line-puzzle.png?w=320,every move requires strategic planning. Dive into this visually striking puzzle and challenge your brain as you progress through increasingly complex levels.,portrait,0.4623950123894355,600,,,,2023-01-03 09:00:55+00:00,,fun,crafting intricate paths without overlapping lines. With difficulty increasing from 5x5 to 10x10 grids
catball,https://play.gamepix.com/catball/embed?sid=1,https://img.gamepix.com/games/catball/icon/catball.png?w=105,https://img.gamepix.com/games/catball/cover/catball.png?w=320,take advantage of power-ups to conquer the game and set new personal records.,portrait,0.1379310344827586,600,,,,2023-01-02 10:53:58+00:00,,arcade,challenging your precision and strategy. Shatter blocks with cascading balls while unlocking powerful bonuses. Aim carefully and react quickly to achieve high scores in infinite levels. Perfect for solo play
frog-match-master,https://play.gamepix.com/frog-match-master/embed?sid=1,https://img.gamepix.com/games/frog-match-master/icon/frog-match-master.png?w=105,https://img.gamepix.com/games/frog-match-master/cover/frog-match-master.png?w=320,puzzling levels. Compete solo or with friends while racing against time to pair identical items and climb the leaderboard. Will you master the froggy challenge?,portrait,0.61538462,600,,,,2023-01-02 10:28:06+00:00,,animal,where your sharp memory and quick reflexes will be tested. Uncover hidden treasures as you traverse unique
fallhalloween,https://play.gamepix.com/fallhalloween/embed?sid=1,https://img.gamepix.com/games/fallhalloween/icon/fallhalloween.png?w=105,https://img.gamepix.com/games/fallhalloween/cover/fallhalloween.png?w=320,elevate your score in this captivating arcade adventure filled with eerie excitement.,portrait,0.1095656,600,,,,2023-01-02 10:16:14+00:00,,horror,collecting power-ups for an edge. With every pumpkin and treat harvested
moving-spin-ball,https://play.gamepix.com/moving-spin-ball/embed?sid=1,https://img.gamepix.com/games/moving-spin-ball/icon/moving-spin-ball.png?w=105,https://img.gamepix.com/games/moving-spin-ball/cover/moving-spin-ball.png?w=320,dodging obstacles to capture the elusive yellow ball and boost your score. Each maneuver demands patience and practice for the ultimate balance between finesse and speed. Will you spin to victory?,portrait,0.1379310344827586,600,,,,2023-01-02 10:12:43+00:00,,arcade,where agility meets precision. Navigate rotating mazes using simple controls
match-4,https://play.gamepix.com/match-4/embed?sid=1,https://img.gamepix.com/games/match-4/icon/match-4.png?w=105,https://img.gamepix.com/games/match-4/cover/match-4.png?w=320,adapt to the evolving grid and enjoy soothing visuals while planning ahead for exciting chain reactions. Can you master the art of continuous puzzle-solving?,portrait,0.52830189,600,,,,2023-01-02 10:11:43+00:00,,2048,where merging colorful hexagons and numbers creates endless brain-teasing fun. As you aim for high scores
survival-snowman,https://play.gamepix.com/survival-snowman/embed?sid=1,https://img.gamepix.com/games/survival-snowman/icon/survival-snowman.png?w=105,https://img.gamepix.com/games/survival-snowman/cover/survival-snowman.png?w=320,your quick thinking and adaptability are essential to prolong survival and achieve high scores.,portrait,0.545242,600,,,,2023-01-02 10:11:06+00:00,,animal,while strategically managing resources. With intensifying difficulty
falling-square,https://play.gamepix.com/falling-square/embed?sid=1,https://img.gamepix.com/games/falling-square/icon/falling-square.png?w=105,https://img.gamepix.com/games/falling-square/cover/falling-square.png?w=320,mastering the art of perfect shots and strategic patience.,portrait,0.15052989,600,,,,2023-01-02 10:06:02+00:00,,arcade,where precision shooting and timing define your journey. Navigate squares through narrow arrow gates in this minimalist arcade adventure. Push your skills to the limit as you climb the competitive leaderboard
dot-run-ball,https://play.gamepix.com/dot-run-ball/embed?sid=1,https://img.gamepix.com/games/dot-run-ball/icon/dot-run-ball.png?w=105,https://img.gamepix.com/games/dot-run-ball/cover/dot-run-ball.png?w=320,this addictive challenge is perfect for quick reflexes and sharp eyes.,portrait,0.1379310344827586,600,,,,2023-01-02 07:29:47+00:00,,ball,a thrilling color-matching adventure. Use strategic timing to defend against falling colored balls and avoid a game-ending collision. With soothing audio and intuitive controls
line-jumping-ball,https://play.gamepix.com/line-jumping-ball/embed?sid=1,https://img.gamepix.com/games/line-jumping-ball/icon/line-jumping-ball.png?w=105,https://img.gamepix.com/games/line-jumping-ball/cover/line-jumping-ball.png?w=320,and aim for the highest score in this addictive and strategic adventure.,portrait,0.1379310344827586,600,,,,2023-01-02 07:29:35+00:00,,ball,make split-second decisions
jigsaw-puzzle-animo,https://play.gamepix.com/jigsaw-puzzle-animo/embed?sid=1,https://img.gamepix.com/games/jigsaw-puzzle-animo/icon/jigsaw-puzzle-animo.png?w=105,https://img.gamepix.com/games/jigsaw-puzzle-animo/cover/jigsaw-puzzle-animo.png?w=320,and let the calming music guide your journey through this delightfully brain-teasing adventure.,landscape,0.32432432,800,,,,2023-01-02 07:16:14+00:00,,jigsaw-puzzles,where vibrant images challenge your pattern-matching skills. Adjust difficulty to suit your mood and conquer hundreds of unique puzzles. Gather coins as you progress
jeno-the-big-eater,https://play.gamepix.com/jeno-the-big-eater/embed?sid=1,https://img.gamepix.com/games/jeno-the-big-eater/icon/jeno-the-big-eater.png?w=105,https://img.gamepix.com/games/jeno-the-big-eater/cover/jeno-the-big-eater.png?w=320,where every level tests agility and strategy to satisfy Jeno’s sweet cravings.,landscape,0.1379310344827586,800,,,,2023-01-02 07:10:26+00:00,,arcade,devouring cupcakes while dodging perilous goblins and spikes. Master timing and double jumps across evolving challenges as you aim for the triumphant red flag. Embrace the colorful frenzy
neon-shooter,https://play.gamepix.com/neon-shooter/embed?sid=1,https://img.gamepix.com/games/neon-shooter/icon/neon-shooter.png?w=105,https://img.gamepix.com/games/neon-shooter/cover/neon-shooter.png?w=320,"aiming to outscore opponents in this captivating blend of retro and futuristic gameplay. It""""s a neon-lit test of skill and strategy for all ages.",portrait,0.39518488,600,,,,2022-12-23 14:59:26+00:00,,arcade,electrifying graphics and a fast-paced twist. Master your paddle control and reflexes in one-on-one matches
monsters-shooter,https://play.gamepix.com/monsters-shooter/embed?sid=1,https://img.gamepix.com/games/monsters-shooter/icon/monsters-shooter.png?w=105,https://img.gamepix.com/games/monsters-shooter/cover/monsters-shooter.png?w=320,relying on precision and speed. Addictive gameplay and high-quality graphics ensure an engaging journey for lovers of quick thinking and agility.,portrait,0.34737797,600,,,,2022-12-23 14:59:03+00:00,,clicker,an electrifying arcade challenge where you aim colored balls to vanquish uniquely colored beasts. Progress through countless levels with escalating difficulty
kids-educations-abc,https://play.gamepix.com/kids-educations-abc/embed?sid=1,https://img.gamepix.com/games/kids-educations-abc/icon/kids-educations-abc.png?w=105,https://img.gamepix.com/games/kids-educations-abc/cover/kids-educations-abc.png?w=320,ensuring every moment is engaging and educational.,landscape,0.3902439,800,,,,2022-12-23 14:49:02+00:00,,kids,seamlessly guiding kids from letters to sentences while blending art and language
funny-animal-faces,https://play.gamepix.com/funny-animal-faces/embed?sid=1,https://img.gamepix.com/games/funny-animal-faces/icon/funny-animal-faces.png?w=105,https://img.gamepix.com/games/funny-animal-faces/cover/funny-animal-faces.png?w=320,and capture your hilarious inventions for endless fun and sharing. Let your imagination go wild!,portrait,0.0424217822709703,600,,,,2022-12-22 06:59:56+00:00,,kids,creating laugh-out-loud masterpieces. Use intuitive drag mechanics to twist and stretch features
jump-cube,https://play.gamepix.com/jump-cube/embed?sid=1,https://img.gamepix.com/games/jump-cube/icon/jump-cube.png?w=105,https://img.gamepix.com/games/jump-cube/cover/jump-cube.png?w=320,devise your jumps carefully to climb the leaderboards and showcase your skills in this fast-paced arcade adventure.,portrait,0.5051276,600,,,,2022-12-22 06:54:59+00:00,,cool,where precision and strategy are your allies. Navigate your cube expertly across challenging platforms while dodging hazardous spikes. With each level progressively tougher
pixel-pipes,https://play.gamepix.com/pixel-pipes/embed?sid=1,https://img.gamepix.com/games/pixel-pipes/icon/pixel-pipes.png?w=105,https://img.gamepix.com/games/pixel-pipes/cover/pixel-pipes.png?w=320,all while sharpening your strategic thinking. Dive in and give your brain a refreshing workout.,portrait,0.1379310344827586,600,,,,2022-12-22 06:50:08+00:00,,puzzle,as you twist and turn pipes to guide water flow. Solve engaging puzzles and progressively unlock 60 intricate levels
paddle-game,https://play.gamepix.com/paddle-game/embed?sid=1,https://img.gamepix.com/games/paddle-game/icon/paddle-game.png?w=105,https://img.gamepix.com/games/paddle-game/cover/paddle-game.png?w=320,this addictive arcade game promises endless fun.,portrait,0.39518488,600,,,,2022-12-22 06:49:47+00:00,,ball,testing your skills and reflexes. With a retro aesthetic and progressively tougher levels
physics-puzzle,https://play.gamepix.com/physics-puzzle/embed?sid=1,https://img.gamepix.com/games/physics-puzzle/icon/physics-puzzle.png?w=105,https://img.gamepix.com/games/physics-puzzle/cover/physics-puzzle.png?w=320,encouraging you to think outside the box as you find creative solutions in this captivating and mentally stimulating pastime.,landscape,0.32432432,800,,,,2022-12-22 06:41:50+00:00,,puzzle,an addictive game where creativity reigns supreme. Each puzzle offers endless possibilities
ball-sort-color-puzzle-game,https://play.gamepix.com/ball-sort-color-puzzle-game/embed?sid=1,https://img.gamepix.com/games/ball-sort-color-puzzle-game/icon/ball-sort-color-puzzle-game.png?w=105,https://img.gamepix.com/games/ball-sort-color-puzzle-game/cover/ball-sort-color-puzzle-game.png?w=320,mastering the art of organization and patience for endless engaging fun.,portrait,0.12071898,600,,,,2022-12-22 06:32:39+00:00,,puzzle,where sorting colorful spheres becomes a delightful brain exercise. Plan each move with precision as you advance through increasingly challenging levels
candy-cup-boom,https://play.gamepix.com/candy-cup-boom/embed?sid=1,https://img.gamepix.com/games/candy-cup-boom/icon/candy-cup-boom.png?w=105,https://img.gamepix.com/games/candy-cup-boom/cover/candy-cup-boom.png?w=320,"aiding Mr. Licorice in his delightful dilemma. Enjoy addictive gameplay that""""s a feast for the eyes!",portrait,0.67532468,600,,,,2022-12-20 15:26:47+00:00,,brain,where sorting sweets becomes a thrilling puzzle. Solve confectionery conundrums against the clock and with limited moves. Strategically align candies for spectacular combos
rainbow-jigsaw-puzzle-friends,https://play.gamepix.com/rainbow-jigsaw-puzzle-friends/embed?sid=1,https://img.gamepix.com/games/rainbow-jigsaw-puzzle-friends/icon/rainbow-jigsaw-puzzle-friends.png?w=105,https://img.gamepix.com/games/rainbow-jigsaw-puzzle-friends/cover/rainbow-jigsaw-puzzle-friends.png?w=320,making it an engaging pastime for puzzlers of all ages.,landscape,0.4787235,800,,,,2022-12-19 21:46:54+00:00,,jigsaw-puzzles,enjoy intuitive click-and-drag mechanics without the pressure of time limits
stop-now,https://play.gamepix.com/stop-now/embed?sid=1,https://img.gamepix.com/games/stop-now/icon/stop-now.png?w=105,https://img.gamepix.com/games/stop-now/cover/stop-now.png?w=320,players must balance speed with cautious decision-making to conquer ever-evolving challenges. Embrace the thrill of arcade fun with intuitive controls and dynamic gameplay.,landscape,0.1379310344827586,800,,,,2022-12-19 21:42:24+00:00,,arcade,mastering the art of timing and strategy. With the ability to halt your ball instantly
trz-tangram,https://play.gamepix.com/trz-tangram/embed?sid=1,https://img.gamepix.com/games/trz-tangram/icon/trz-tangram.png?w=105,https://img.gamepix.com/games/trz-tangram/cover/trz-tangram.png?w=320,this modern twist on ancient art promises hours of stimulating and rewarding fun.,landscape,0.15052989,800,,,,2022-12-19 21:40:21+00:00,,board,"where geometric creativity meets mental challenge. Arrange the seven """"tans"""" to solve 39 brain-teasing puzzles or explore endless configurations in Free Mode. With intuitive controls"
christmas-memichan,https://play.gamepix.com/christmas-memichan/embed?sid=1,https://img.gamepix.com/games/christmas-memichan/icon/christmas-memichan.png?w=105,https://img.gamepix.com/games/christmas-memichan/cover/christmas-memichan.png?w=320,"face thrilling challenges before dashing back to Memichan""""s cozy home. Can you conquer the Christmas quest?",landscape,0.0648058601107554,800,,,,2022-12-19 21:26:15+00:00,,adventure,a delightful 2D adventure where you guide Santa Cat Memichan through wintery landscapes. Master double jumps and navigate devious enemies to gather chocolate bars. With each level
christmas-memichan-2,https://play.gamepix.com/christmas-memichan-2/embed?sid=1,https://img.gamepix.com/games/christmas-memichan-2/icon/christmas-memichan-2.png?w=105,https://img.gamepix.com/games/christmas-memichan-2/cover/christmas-memichan-2.png?w=320,"collecting chocolate bars as you go. It""""s a cat-tastic holiday quest filled with surprises!",landscape,0.2424242424242424,800,,,,2022-12-19 21:23:47+00:00,,adventure,avoiding mischievous foes and perilous traps. Master precise controls and double jumps across eight increasingly challenging levels
one-odd-out,https://play.gamepix.com/one-odd-out/embed?sid=1,https://img.gamepix.com/games/one-odd-out/icon/one-odd-out.png?w=105,https://img.gamepix.com/games/one-odd-out/cover/one-odd-out.png?w=320,challenge yourself to spot subtle differences quickly and keep your streak alive.,landscape,0.5735304781840643,800,,,,2022-12-19 17:35:18+00:00,,arcade,a thrilling 2D puzzle game. Identify the elusive misfit among a sea of objects before time runs out. With increasing difficulty and a ticking timer
bubble-shooter-pop,https://play.gamepix.com/bubble-shooter-pop/embed?sid=1,https://img.gamepix.com/games/bubble-shooter-pop/icon/bubble-shooter-pop.png?w=105,https://img.gamepix.com/games/bubble-shooter-pop/cover/bubble-shooter-pop.png?w=320,creating satisfying chain reactions. Can you master the popping frenzy?,portrait,0.63688922,600,,,,2022-12-19 17:26:32+00:00,,bubble-shooter,a dynamic 2D puzzle game. Harness your skill to clear the colorful cascade before it overwhelms the screen. Score big with multipliers and carefully placed bombs
2048-link-n-merge,https://play.gamepix.com/2048-link-n-merge/embed?sid=1,https://img.gamepix.com/games/2048-link-n-merge/icon/2048-link-n-merge.png?w=105,https://img.gamepix.com/games/2048-link-n-merge/cover/2048-link-n-merge.png?w=320,employing power-ups wisely. Enjoy a mesmerizing number puzzle challenge that tests your mind and keeps you coming back for more.,portrait,0.55785847,600,,,,2022-12-19 17:26:27+00:00,,puzzle,puzzle-filled board
head-soccer-2023,https://play.gamepix.com/head-soccer-2023/embed?sid=1,https://img.gamepix.com/games/head-soccer-2023/icon/head-soccer-2023.png?w=105,https://img.gamepix.com/games/head-soccer-2023/cover/head-soccer-2023.png?w=320,perfecting your skills to outsmart opponents and chase championship glory.,landscape,0.79419533,800,,,,2022-12-15 15:02:06+00:00,,sports,where fast-paced matches demand quick reflexes and strategic play. Master your jumps and kicks in thrilling one-on-one games or intense tournaments. Compete solo or with friends
tri-puzzle,https://play.gamepix.com/tri-puzzle/embed?sid=1,https://img.gamepix.com/games/tri-puzzle/icon/tri-puzzle.png?w=105,https://img.gamepix.com/games/tri-puzzle/cover/tri-puzzle.png?w=320,sharpen your mind and hone your problem-solving skills in this captivating mental adventure designed for brilliant thinkers.,portrait,0.24242424,600,,,,2022-12-15 15:01:43+00:00,,block,where strategic block placement transforms into endless fun. Navigate through increasingly complex levels using a simple drag-and-drop interface. As puzzles grow more intricate
clone-jumping,https://play.gamepix.com/clone-jumping/embed?sid=1,https://img.gamepix.com/games/clone-jumping/icon/clone-jumping.png?w=105,https://img.gamepix.com/games/clone-jumping/cover/clone-jumping.png?w=320,honing problem-solving skills while enjoying addictive gameplay that keeps you coming back for more engaging challenges.,landscape,0.1379310344827586,800,,,,2022-12-15 14:59:57+00:00,,hyper-casual,where navigating maze-like puzzles with simple controls tests your intellect. Maneuver blocks through complex paths toward a black hole
scary-halloween-adventure,https://play.gamepix.com/scary-halloween-adventure/embed?sid=1,https://img.gamepix.com/games/scary-halloween-adventure/icon/scary-halloween-adventure.png?w=105,https://img.gamepix.com/games/scary-halloween-adventure/cover/scary-halloween-adventure.png?w=320,the thrill lies in catching fresh eggs while avoiding rotten ones. Quick reflexes and sharp observation are crucial as the frenetic pace and whimsical patterns keep you hooked.,portrait,0.22666082,600,,,,2022-12-15 14:57:12+00:00,,arcade,"where you""""re a farmer racing against time! With intuitive controls and escalating challenges"
ice-girl-rescue,https://play.gamepix.com/ice-girl-rescue/embed?sid=1,https://img.gamepix.com/games/ice-girl-rescue/icon/ice-girl-rescue.png?w=105,https://img.gamepix.com/games/ice-girl-rescue/cover/ice-girl-rescue.png?w=320,every calculated move counts in your mission to save Ice Girl.,landscape,0.3644892640812479,800,,,,2022-12-15 14:57:04+00:00,,adventure,where cunning strategy and quick reflexes are your allies. Use Fire Boy to vanquish fireball threats and navigate tricky obstacles like button doors and lethal lasers. With only three lives
nyfw-street-style,https://play.gamepix.com/nyfw-street-style/embed?sid=1,https://img.gamepix.com/games/nyfw-street-style/icon/nyfw-street-style.png?w=105,https://img.gamepix.com/games/nyfw-street-style/cover/nyfw-street-style.png?w=320,discovering new styles and unlocking fabulous fashion fantasies along the way. Let your creativity shine in the bustling world of high fashion.,landscape,0.73805625,800,,,,2022-12-15 14:55:28+00:00,,kids,experiment endlessly
cat-girl-fashion-challenge,https://play.gamepix.com/cat-girl-fashion-challenge/embed?sid=1,https://img.gamepix.com/games/cat-girl-fashion-challenge/icon/cat-girl-fashion-challenge.png?w=105,https://img.gamepix.com/games/cat-girl-fashion-challenge/cover/cat-girl-fashion-challenge.png?w=320,every choice counts as you compete for the title of ultimate fashionista.,portrait,0.66581726,600,,,,2022-12-15 14:55:03+00:00,,board,create standout outfits for Cat Girl and let her dazzle at themed events. With a vast wardrobe and fierce competition
lines-air-balloons,https://play.gamepix.com/lines-air-balloons/embed?sid=1,https://img.gamepix.com/games/lines-air-balloons/icon/lines-air-balloons.png?w=105,https://img.gamepix.com/games/lines-air-balloons/cover/lines-air-balloons.png?w=320,mind-engaging journey.,portrait,0.1095655952784848,600,,,,2022-12-15 14:49:26+00:00,,card,your planning and clever strokes will determine your success in this colorful
santa-find,https://play.gamepix.com/santa-find/embed?sid=1,https://img.gamepix.com/games/santa-find/icon/santa-find.png?w=105,https://img.gamepix.com/games/santa-find/cover/santa-find.png?w=320,enjoying delightful Christmas art while honing cognitive skills. Patience and sharp recall are your allies in this merry adventure.,portrait,0.0648058601107554,600,,,,2022-12-15 14:29:23+00:00,,card,a festive card-matching game. Peek before the flip and match pairs of jolly Santas. Challenge your mind across increasingly difficult levels
santa-roll,https://play.gamepix.com/santa-roll/embed?sid=1,https://img.gamepix.com/games/santa-roll/icon/santa-roll.png?w=105,https://img.gamepix.com/games/santa-roll/cover/santa-roll.png?w=320,all while soaking in the cheerful Christmas spirit. Can you help Santa collect all the candy?,portrait,0.15052989,600,,,,2022-12-15 14:25:17+00:00,,arcade,where you guide Santa through a candy-filled maze using simple controls. Master momentum and plan your moves to solve delightful puzzles
santa-basket,https://play.gamepix.com/santa-basket/embed?sid=1,https://img.gamepix.com/games/santa-basket/icon/santa-basket.png?w=105,https://img.gamepix.com/games/santa-basket/cover/santa-basket.png?w=320,high-flying challenge!,landscape,0.23434391,800,,,,2022-12-15 14:17:54+00:00,,sports,where your aim and decision-making excel in a merry twist on basketball. Calculate the perfect angle and power to guide Santa into the hoop. Master the jolly physics for a cheerful
pixel-christmas,https://play.gamepix.com/pixel-christmas/embed?sid=1,https://img.gamepix.com/games/pixel-christmas/icon/pixel-christmas.png?w=105,https://img.gamepix.com/games/pixel-christmas/cover/pixel-christmas.png?w=320,"creating perfect gift lines to disappear and keep Santa""""s workshop running smoothly.",portrait,0.24242424,600,,,,2022-12-12 11:24:37+00:00,,classics,a colorful 2D puzzle game where you stack and sort vibrant pixelated presents Tetris-style. Master the art of gift organization as you race against time
santas-present,https://play.gamepix.com/santas-present/embed?sid=1,https://img.gamepix.com/games/santas-present/icon/santas-present.png?w=105,https://img.gamepix.com/games/santas-present/cover/santas-present.png?w=320,this Christmas adventure promises joy and excitement for all ages.,landscape,0.1379310344827586,800,,,,2022-12-12 10:12:40+00:00,,adventure,collecting gifts across eight challenging levels. Master precise movements and double jumps to dodge perilous obstacles like spikes and saws. With an enchanting festive atmosphere and escalating difficulty
christmas-deno-bot-2,https://play.gamepix.com/christmas-deno-bot-2/embed?sid=1,https://img.gamepix.com/games/christmas-deno-bot-2/icon/christmas-deno-bot-2.png?w=105,https://img.gamepix.com/games/christmas-deno-bot-2/cover/christmas-deno-bot-2.png?w=320,stay sharp and strategic to complete your perilous mission.,landscape,0.1379310344827586,800,,,,2022-12-12 10:11:08+00:00,,platformer,navigating treacherous mazes in search of vital fuel. Master the art of double jumping to evade cunning enemies and overcome obstacles. As the difficulty heightens with each level
snowman-jump,https://play.gamepix.com/snowman-jump/embed?sid=1,https://img.gamepix.com/games/snowman-jump/icon/snowman-jump.png?w=105,https://img.gamepix.com/games/snowman-jump/cover/snowman-jump.png?w=320,this delightful arcade game promises endless fun for all ages.,portrait,0.2424242424242424,600,,,,2022-12-05 16:27:18+00:00,,arcade,dodging obstacles and collecting power-ups for extra boosts. With its ever-changing challenges
hill-monkey,https://play.gamepix.com/hill-monkey/embed?sid=1,https://img.gamepix.com/games/hill-monkey/icon/hill-monkey.png?w=105,https://img.gamepix.com/games/hill-monkey/cover/hill-monkey.png?w=320,"it""""s an adrenaline-fueled test of speed and agility.",landscape,0.48979592,800,,,,2022-12-05 16:25:00+00:00,,kids,where quick reflexes and strategic jumps propel you past global rivals. Choose from three dynamic modes and conquer steep challenges in this pulse-pounding hill climbing adventure. Whether casual or competitive
tap-frog,https://play.gamepix.com/tap-frog/embed?sid=1,https://img.gamepix.com/games/tap-frog/icon/tap-frog.png?w=105,https://img.gamepix.com/games/tap-frog/cover/tap-frog.png?w=320,all while collecting power-ups to boost your survival. A dazzling and endlessly fresh arcade challenge awaits every brave jump!,portrait,0.32432432,600,,,,2022-12-05 16:24:54+00:00,,arcade,"where you""""ll master hopping through ever-changing terrains while dodging crafty predators. Test your reflexes and strategic skills"
floppy-penguin,https://play.gamepix.com/floppy-penguin/embed?sid=1,https://img.gamepix.com/games/floppy-penguin/icon/floppy-penguin.png?w=105,https://img.gamepix.com/games/floppy-penguin/cover/floppy-penguin.png?w=320,all set against high-quality graphics that enhance the engaging and dynamic experience. Achieve high scores and enjoy delightful challenges!,portrait,0.48979592,600,,,,2022-12-05 16:23:06+00:00,,animal,master the rhythm of your jumps to keep the adventure going
catchy-ball,https://play.gamepix.com/catchy-ball/embed?sid=1,https://img.gamepix.com/games/catchy-ball/icon/catchy-ball.png?w=105,https://img.gamepix.com/games/catchy-ball/cover/catchy-ball.png?w=320,where timing and precision dictate your path to mastery.,portrait,0.21958485,600,,,,2022-12-05 16:20:30+00:00,,sports,sharpen your reflexes and coordination to anticipate and block its swift trajectory. Engage in this addictive arcade sports game
ghost-walker,https://play.gamepix.com/ghost-walker/embed?sid=1,https://img.gamepix.com/games/ghost-walker/icon/ghost-walker.png?w=105,https://img.gamepix.com/games/ghost-walker/cover/ghost-walker.png?w=320,and utilize unlimited aerial jumps to outmaneuver bullets and adversaries. Master stealth and strategy to overcome relentless challenges. ,landscape,0.813709,800,,,,2022-12-05 16:08:07+00:00,,hyper-casual,time slows as you aim
minescrafter-steve-and-alex,https://play.gamepix.com/minescrafter-steve-and-alex/embed?sid=1,https://img.gamepix.com/games/minescrafter-steve-and-alex/icon/minescrafter-steve-and-alex.png?w=105,https://img.gamepix.com/games/minescrafter-steve-and-alex/cover/minescrafter-steve-and-alex.png?w=320,and outsmart reversing zombies to rescue endangered animals. Switch characters to harness their unique abilities and master every jump as you unravel this gripping rescue mission in a haunting forest.,landscape,0.175094,800,,,,2022-12-05 15:59:14+00:00,,monster,dodge sinister traps
rainbow-friends-coloring-book,https://play.gamepix.com/rainbow-friends-coloring-book/embed?sid=1,https://img.gamepix.com/games/rainbow-friends-coloring-book/icon/rainbow-friends-coloring-book.png?w=105,https://img.gamepix.com/games/rainbow-friends-coloring-book/cover/rainbow-friends-coloring-book.png?w=320,kids easily transform simple outlines into vibrant masterpieces while exploring the boundless joy of imagination.,landscape,0.78311374,800,,,,2022-11-29 18:30:01+00:00,,kids,"where creative magic meets adorable monsters! Unleash your child""""s creativity with an endless palette of colors on enchanting pages. With intuitive controls"
crazy-runner,https://play.gamepix.com/crazy-runner/embed?sid=1,https://img.gamepix.com/games/crazy-runner/icon/crazy-runner.png?w=105,https://img.gamepix.com/games/crazy-runner/cover/crazy-runner.png?w=320,and navigate ever-increasing speed with precision in this infinite thrill ride. Quick reflexes and strategic jumps turn split-second decisions into the key to a high score.,landscape,0.15052989,800,,,,2022-11-29 18:15:09+00:00,,arcade,gather gold stars
snail-jumpy,https://play.gamepix.com/snail-jumpy/embed?sid=1,https://img.gamepix.com/games/snail-jumpy/icon/snail-jumpy.png?w=105,https://img.gamepix.com/games/snail-jumpy/cover/snail-jumpy.png?w=320,offering a thrilling challenge of reflexes and strategy. How long can you outsmart speeding threats for a top score?,portrait,0.4897959183673469,600,,,,2022-11-29 18:09:44+00:00,,animal,leap over oncoming cars with perfectly timed taps. The adrenaline ramps up as levels rise in complexity
memory-world-cup,https://play.gamepix.com/memory-world-cup/embed?sid=1,https://img.gamepix.com/games/memory-world-cup/icon/memory-world-cup.png?w=105,https://img.gamepix.com/games/memory-world-cup/cover/memory-world-cup.png?w=320,all while immersing yourself in the vibrant soccer atmosphere of the World Cup.,landscape,0.3805674965964791,800,,,,2022-11-29 16:19:21+00:00,,soccer,where football passion meets mental agility. Test your recall abilities by matching team cards and collecting unique stickers. Conquer levels with strategic flips
stacky-maze,https://play.gamepix.com/stacky-maze/embed?sid=1,https://img.gamepix.com/games/stacky-maze/icon/stacky-maze.png?w=105,https://img.gamepix.com/games/stacky-maze/cover/stacky-maze.png?w=320,creating pathways to the sky in this enthralling 3D puzzle adventure.,portrait,0.63536173,600,,,,2022-11-29 16:10:25+00:00,,hyper-casual,"where you""""ll surf and stack tiles underfoot to reach towering new heights. Master the art of timing and strategy as you turn challenges into stepping stones"
dodgee,https://play.gamepix.com/dodgee/embed?sid=1,https://img.gamepix.com/games/dodgee/icon/dodgee.png?w=105,https://img.gamepix.com/games/dodgee/cover/dodgee.png?w=320,dodging cars with precision. The simple controls and three-life safety net keep you coming back for more thrilling runs. Can you master the art of evasion? Dive in and prove it!,portrait,0.57142857,600,,,,2022-11-22 09:47:42+00:00,,car,where your reflexes are your best friend. Navigate high-speed traffic
butterfly-matching,https://play.gamepix.com/butterfly-matching/embed?sid=1,https://img.gamepix.com/games/butterfly-matching/icon/butterfly-matching.png?w=105,https://img.gamepix.com/games/butterfly-matching/cover/butterfly-matching.png?w=320,exhilarating match-3 puzzle adventure.,portrait,0.85207101,600,,,,2022-11-22 09:32:51+00:00,,match-3,where your keen observation and quick reflexes are key. Identify and pair identical butterfly patterns among hundreds of dazzling species. Enjoy vibrant graphics as you challenge your perception in this fast-paced
